Dataset_ID,Buyer_ID,Registration_Date,Search_History,View_History,Wishlist,Favorite,Purchase_History,Recommended_Products,Recommendation_Type,Recommendation_Reason,Confidence_Score,Ground_Truth,Business_Rule,Scenario_Type,Created_Date,Version,Search_History_list,Search_History_count,View_History_list,View_History_count,Wishlist_list,Wishlist_count,Favorite_list,Favorite_count,Purchase_History_list,Purchase_History_count,Recommended_Products_list,Recommended_Products_count
CS000023,BYRNEW00023,2026-07-31,,,,,,PRD001236 | PRD000566 | PRD002533 | PRD002848 | PRD000704 | PRD000363,Best Seller,"Cold start - no user history, fallback to Best Seller",0.74,Recommended (Best Seller),BR006,COLD_START,2026-07-09,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001236', 'PRD000566', 'PRD002533', 'PRD002848', 'PRD000704', 'PRD000363']",6
CS000024,BYRNEW00024,2026-08-02,,,,,,PRD000236 | PRD001965 | PRD000064 | PRD001461 | PRD000671 | PRD000299 | PRD002260,Best Seller,"Cold start - no user history, fallback to Best Seller",0.7,Recommended (Best Seller),BR006,COLD_START,2026-07-29,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000236', 'PRD001965', 'PRD000064', 'PRD001461', 'PRD000671', 'PRD000299', 'PRD002260']",7
CS000025,BYRNEW00025,2026-08-04,,,,,,PRD000225 | PRD001161 | PRD001668 | PRD002876,Trending Products,"Cold start - no user history, fallback to Trending Products",0.6,Recommended (Trending Products),BR006,COLD_START,2026-07-07,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000225', 'PRD001161', 'PRD001668', 'PRD002876']",4
CS000026,BYRNEW00026,2026-08-06,,,,,,PRD002087 | PRD001055 | PRD000922 | PRD001012,Trending Products,"Cold start - no user history, fallback to Trending Products",0.68,Recommended (Trending Products),BR006,COLD_START,2026-07-25,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002087', 'PRD001055', 'PRD000922', 'PRD001012']",4
CS000027,BYRNEW00027,2026-07-31,,,,,,PRD000336 | PRD000385 | PRD002767 | PRD002165 | PRD002902 | PRD002723,New Arrivals,"Cold start - no user history, fallback to New Arrivals",0.74,Recommended (New Arrivals),BR006,COLD_START,2026-07-30,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000336', 'PRD000385', 'PRD002767', 'PRD002165', 'PRD002902', 'PRD002723']",6
CS000028,BYRNEW00028,2026-08-04,,,,,,PRD001501 | PRD000363 | PRD000570 | PRD002991,New Arrivals,"Cold start - no user history, fallback to New Arrivals",0.68,Recommended (New Arrivals),BR006,COLD_START,2026-07-16,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001501', 'PRD000363', 'PRD000570', 'PRD002991']",4
CS000029,BYRNEW00029,2026-07-30,,,,,,PRD000778 | PRD001459 | PRD002492 | PRD001557 | PRD001876 | PRD001797 | PRD000945 | PRD000497,Popular Products,"Cold start - no user history, fallback to Popular Products",0.63,Recommended (Popular Products),BR006,COLD_START,2026-07-22,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000778', 'PRD001459', 'PRD002492', 'PRD001557', 'PRD001876', 'PRD001797', 'PRD000945', 'PRD000497']",8
CS000030,BYRNEW00030,2026-08-05,,,,,,PRD000017 | PRD002679 | PRD000363 | PRD001080 | PRD002781,Trending Products,"Cold start - no user history, fallback to Trending Products",0.57,Recommended (Trending Products),BR006,COLD_START,2026-07-14,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000017', 'PRD002679', 'PRD000363', 'PRD001080', 'PRD002781']",5
CS000031,BYRNEW00031,2026-08-04,,,,,,PRD000678 | PRD001262 | PRD000851 | PRD000312 | PRD001763 | PRD002165,New Arrivals,"Cold start - no user history, fallback to New Arrivals",0.69,Recommended (New Arrivals),BR006,COLD_START,2026-07-28,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000678', 'PRD001262', 'PRD000851', 'PRD000312', 'PRD001763', 'PRD002165']",6
CS000032,BYRNEW00032,2026-08-05,,,,,,PRD000017 | PRD001023 | PRD001096 | PRD000871,Best Seller,"Cold start - no user history, fallback to Best Seller",0.75,Recommended (Best Seller),BR006,COLD_START,2026-07-23,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000017', 'PRD001023', 'PRD001096', 'PRD000871']",4
CS000033,BYRNEW00033,2026-07-31,,,,,,PRD001708 | PRD002597 | PRD002901 | PRD001581 | PRD000527 | PRD000982 | PRD000496 | PRD002773,Trending Products,"Cold start - no user history, fallback to Trending Products",0.59,Recommended (Trending Products),BR006,COLD_START,2026-07-17,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001708', 'PRD002597', 'PRD002901', 'PRD001581', 'PRD000527', 'PRD000982', 'PRD000496', 'PRD002773']",8
CS000034,BYRNEW00034,2026-08-03,,,,,,PRD001879 | PRD001621 | PRD001108 | PRD002335 | PRD002346,New Arrivals,"Cold start - no user history, fallback to New Arrivals",0.56,Recommended (New Arrivals),BR006,COLD_START,2026-07-30,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001879', 'PRD001621', 'PRD001108', 'PRD002335', 'PRD002346']",5
CS000035,BYRNEW00035,2026-07-30,,,,,,PRD001603 | PRD002198 | PRD000034 | PRD002610 | PRD002738 | PRD000945,Popular Products,"Cold start - no user history, fallback to Popular Products",0.74,Recommended (Popular Products),BR006,COLD_START,2026-07-28,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001603', 'PRD002198', 'PRD000034', 'PRD002610', 'PRD002738', 'PRD000945']",6
CS000036,BYRNEW00036,2026-08-06,,,,,,PRD000583 | PRD000785 | PRD001412 | PRD001512 | PRD002202 | PRD000157,Trending Products,"Cold start - no user history, fallback to Trending Products",0.59,Recommended (Trending Products),BR006,COLD_START,2026-08-01,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000583', 'PRD000785', 'PRD001412', 'PRD001512', 'PRD002202', 'PRD000157']",6
CS000037,BYRNEW00037,2026-08-06,,,,,,PRD000641 | PRD001024 | PRD001362 | PRD000202,Popular Products,"Cold start - no user history, fallback to Popular Products",0.66,Recommended (Popular Products),BR006,COLD_START,2026-07-30,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000641', 'PRD001024', 'PRD001362', 'PRD000202']",4
CS000038,BYRNEW00038,2026-08-03,,,,,,PRD002459 | PRD002999 | PRD000275 | PRD002311 | PRD002288 | PRD001851,New Arrivals,"Cold start - no user history, fallback to New Arrivals",0.61,Recommended (New Arrivals),BR006,COLD_START,2026-07-19,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002459', 'PRD002999', 'PRD000275', 'PRD002311', 'PRD002288', 'PRD001851']",6
CS000039,BYRNEW00039,2026-08-02,,,,,,PRD002789 | PRD001315 | PRD002384 | PRD000604 | PRD000147 | PRD000619,New Arrivals,"Cold start - no user history, fallback to New Arrivals",0.54,Recommended (New Arrivals),BR006,COLD_START,2026-07-07,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002789', 'PRD001315', 'PRD002384', 'PRD000604', 'PRD000147', 'PRD000619']",6
CS000040,BYRNEW00040,2026-08-02,,,,,,PRD001145 | PRD002764 | PRD001984 | PRD002658 | PRD001506 | PRD001295,Best Seller,"Cold start - no user history, fallback to Best Seller",0.65,Recommended (Best Seller),BR006,COLD_START,2026-07-10,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001145', 'PRD002764', 'PRD001984', 'PRD002658', 'PRD001506', 'PRD001295']",6
CS000041,BYRNEW00041,2026-08-05,,,,,,PRD002514 | PRD002354 | PRD000358 | PRD000768 | PRD001782 | PRD000309 | PRD000058 | PRD001468,New Arrivals,"Cold start - no user history, fallback to New Arrivals",0.69,Recommended (New Arrivals),BR006,COLD_START,2026-07-29,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002514', 'PRD002354', 'PRD000358', 'PRD000768', 'PRD001782', 'PRD000309', 'PRD000058', 'PRD001468']",8
CS000042,BYRNEW00042,2026-08-06,,,,,,PRD002115 | PRD001824 | PRD001512 | PRD001907,Trending Products,"Cold start - no user history, fallback to Trending Products",0.56,Recommended (Trending Products),BR006,COLD_START,2026-07-28,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002115', 'PRD001824', 'PRD001512', 'PRD001907']",4
CS000043,BYRNEW00043,2026-08-02,,,,,,PRD001898 | PRD002472 | PRD002067 | PRD001749 | PRD002709,Best Seller,"Cold start - no user history, fallback to Best Seller",0.67,Recommended (Best Seller),BR006,COLD_START,2026-07-14,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001898', 'PRD002472', 'PRD002067', 'PRD001749', 'PRD002709']",5
CS000044,BYRNEW00044,2026-08-04,,,,,,PRD002869 | PRD002679 | PRD002087 | PRD001549 | PRD000778 | PRD002474 | PRD002856,Trending Products,"Cold start - no user history, fallback to Trending Products",0.53,Recommended (Trending Products),BR006,COLD_START,2026-08-02,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002869', 'PRD002679', 'PRD002087', 'PRD001549', 'PRD000778', 'PRD002474', 'PRD002856']",7
CS000045,BYRNEW00045,2026-07-31,,,,,,PRD000162 | PRD002338 | PRD001416 | PRD001401 | PRD002416,New Arrivals,"Cold start - no user history, fallback to New Arrivals",0.74,Recommended (New Arrivals),BR006,COLD_START,2026-07-24,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000162', 'PRD002338', 'PRD001416', 'PRD001401', 'PRD002416']",5
CS000046,BYRNEW00046,2026-08-04,,,,,,PRD002822 | PRD000587 | PRD001897 | PRD001556 | PRD000785,Popular Products,"Cold start - no user history, fallback to Popular Products",0.64,Recommended (Popular Products),BR006,COLD_START,2026-07-24,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002822', 'PRD000587', 'PRD001897', 'PRD001556', 'PRD000785']",5
CS000047,BYRNEW00047,2026-07-30,,,,,,PRD001853 | PRD001914 | PRD002839 | PRD000068 | PRD000215 | PRD001012 | PRD002069 | PRD002004,Trending Products,"Cold start - no user history, fallback to Trending Products",0.7,Recommended (Trending Products),BR006,COLD_START,2026-07-12,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001853', 'PRD001914', 'PRD002839', 'PRD000068', 'PRD000215', 'PRD001012', 'PRD002069', 'PRD002004']",8
CS000048,BYRNEW00048,2026-08-02,,,,,,PRD001015 | PRD000705 | PRD001252 | PRD001334 | PRD000173 | PRD002482,New Arrivals,"Cold start - no user history, fallback to New Arrivals",0.6,Recommended (New Arrivals),BR006,COLD_START,2026-07-30,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001015', 'PRD000705', 'PRD001252', 'PRD001334', 'PRD000173', 'PRD002482']",6
CS000049,BYRNEW00049,2026-08-03,,,,,,PRD001765 | PRD002270 | PRD001368 | PRD000173 | PRD002709 | PRD001909,Best Seller,"Cold start - no user history, fallback to Best Seller",0.73,Recommended (Best Seller),BR006,COLD_START,2026-07-25,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001765', 'PRD002270', 'PRD001368', 'PRD000173', 'PRD002709', 'PRD001909']",6
CS000050,BYRNEW00050,2026-08-04,,,,,,PRD000135 | PRD001741 | PRD000759 | PRD002070 | PRD000537 | PRD001775 | PRD002694 | PRD002547,New Arrivals,"Cold start - no user history, fallback to New Arrivals",0.75,Recommended (New Arrivals),BR006,COLD_START,2026-07-31,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000135', 'PRD001741', 'PRD000759', 'PRD002070', 'PRD000537', 'PRD001775', 'PRD002694', 'PRD002547']",8
CS000051,BYRNEW00051,2026-08-05,,,,,,PRD001512 | PRD002814 | PRD000967 | PRD000127 | PRD002357,New Arrivals,"Cold start - no user history, fallback to New Arrivals",0.51,Recommended (New Arrivals),BR006,COLD_START,2026-07-26,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001512', 'PRD002814', 'PRD000967', 'PRD000127', 'PRD002357']",5
CS000052,BYRNEW00052,2026-08-04,,,,,,PRD002783 | PRD002678 | PRD001704 | PRD002605,Popular Products,"Cold start - no user history, fallback to Popular Products",0.56,Recommended (Popular Products),BR006,COLD_START,2026-08-04,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002783', 'PRD002678', 'PRD001704', 'PRD002605']",4
CS000053,BYRNEW00053,2026-08-04,,,,,,PRD001320 | PRD001736 | PRD000068 | PRD000519 | PRD000113 | PRD002547,Trending Products,"Cold start - no user history, fallback to Trending Products",0.55,Recommended (Trending Products),BR006,COLD_START,2026-07-08,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001320', 'PRD001736', 'PRD000068', 'PRD000519', 'PRD000113', 'PRD002547']",6
CS000054,BYRNEW00054,2026-08-02,,,,,,PRD000489 | PRD000475 | PRD002202 | PRD002315 | PRD001803 | PRD001805,Trending Products,"Cold start - no user history, fallback to Trending Products",0.55,Recommended (Trending Products),BR006,COLD_START,2026-07-19,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000489', 'PRD000475', 'PRD002202', 'PRD002315', 'PRD001803', 'PRD001805']",6
CS000055,BYRNEW00055,2026-07-30,,,,,,PRD000756 | PRD001897 | PRD000361,Popular Products,"Cold start - no user history, fallback to Popular Products",0.55,Recommended (Popular Products),BR006,COLD_START,2026-07-27,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000756', 'PRD001897', 'PRD000361']",3
CS000056,BYRNEW00056,2026-08-06,,,,,,PRD000137 | PRD000229 | PRD002004 | PRD001236 | PRD000807 | PRD000523,Trending Products,"Cold start - no user history, fallback to Trending Products",0.67,Recommended (Trending Products),BR006,COLD_START,2026-07-29,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000137', 'PRD000229', 'PRD002004', 'PRD001236', 'PRD000807', 'PRD000523']",6
CS000057,BYRNEW00057,2026-08-06,,,,,,PRD000256 | PRD002706 | PRD000408 | PRD001378 | PRD000099,Best Seller,"Cold start - no user history, fallback to Best Seller",0.71,Recommended (Best Seller),BR006,COLD_START,2026-08-01,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000256', 'PRD002706', 'PRD000408', 'PRD001378', 'PRD000099']",5
CS000058,BYRNEW00058,2026-08-02,,,,,,PRD002029 | PRD001543 | PRD000866 | PRD002864 | PRD000656,New Arrivals,"Cold start - no user history, fallback to New Arrivals",0.64,Recommended (New Arrivals),BR006,COLD_START,2026-07-12,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002029', 'PRD001543', 'PRD000866', 'PRD002864', 'PRD000656']",5
CS000059,BYRNEW00059,2026-07-30,,,,,,PRD002058 | PRD002004 | PRD000814 | PRD000785 | PRD000686 | PRD001161 | PRD001914 | PRD001008,Trending Products,"Cold start - no user history, fallback to Trending Products",0.67,Recommended (Trending Products),BR006,COLD_START,2026-07-15,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002058', 'PRD002004', 'PRD000814', 'PRD000785', 'PRD000686', 'PRD001161', 'PRD001914', 'PRD001008']",8
CS000060,BYRNEW00060,2026-07-31,,,,,,PRD001842 | PRD001080 | PRD002824 | PRD001721,New Arrivals,"Cold start - no user history, fallback to New Arrivals",0.57,Recommended (New Arrivals),BR006,COLD_START,2026-07-12,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001842', 'PRD001080', 'PRD002824', 'PRD001721']",4
CS000061,BYRNEW00061,2026-07-31,,,,,,PRD000016 | PRD002870 | PRD000074 | PRD000547 | PRD001275 | PRD002610 | PRD002021 | PRD000307,Popular Products,"Cold start - no user history, fallback to Popular Products",0.61,Recommended (Popular Products),BR006,COLD_START,2026-07-09,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000016', 'PRD002870', 'PRD000074', 'PRD000547', 'PRD001275', 'PRD002610', 'PRD002021', 'PRD000307']",8
CS000062,BYRNEW00062,2026-07-31,,,,,,PRD002039 | PRD002381 | PRD000488 | PRD002835 | PRD000325 | PRD000801,Best Seller,"Cold start - no user history, fallback to Best Seller",0.66,Recommended (Best Seller),BR006,COLD_START,2026-07-29,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002039', 'PRD002381', 'PRD000488', 'PRD002835', 'PRD000325', 'PRD000801']",6
CS000063,BYRNEW00063,2026-08-06,,,,,,PRD001097 | PRD002693 | PRD000807 | PRD001014 | PRD002880 | PRD000915,Trending Products,"Cold start - no user history, fallback to Trending Products",0.54,Recommended (Trending Products),BR006,COLD_START,2026-07-09,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001097', 'PRD002693', 'PRD000807', 'PRD001014', 'PRD002880', 'PRD000915']",6
CS000064,BYRNEW00064,2026-08-05,,,,,,PRD000497 | PRD001687 | PRD002858 | PRD002109 | PRD001556,Popular Products,"Cold start - no user history, fallback to Popular Products",0.55,Recommended (Popular Products),BR006,COLD_START,2026-07-18,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000497', 'PRD001687', 'PRD002858', 'PRD002109', 'PRD001556']",5
CS000065,BYRNEW00065,2026-08-04,,,,,,PRD001407 | PRD000134 | PRD000390 | PRD001419,Best Seller,"Cold start - no user history, fallback to Best Seller",0.72,Recommended (Best Seller),BR006,COLD_START,2026-07-25,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001407', 'PRD000134', 'PRD000390', 'PRD001419']",4
CS000066,BYRNEW00066,2026-08-01,,,,,,PRD001541 | PRD001736 | PRD002695,Trending Products,"Cold start - no user history, fallback to Trending Products",0.66,Recommended (Trending Products),BR006,COLD_START,2026-07-21,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001541', 'PRD001736', 'PRD002695']",3
CS000067,BYRNEW00067,2026-07-31,,,,,,PRD002693 | PRD002582 | PRD002507 | PRD001755 | PRD000163 | PRD000153 | PRD000072 | PRD000209,New Arrivals,"Cold start - no user history, fallback to New Arrivals",0.66,Recommended (New Arrivals),BR006,COLD_START,2026-07-08,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002693', 'PRD002582', 'PRD002507', 'PRD001755', 'PRD000163', 'PRD000153', 'PRD000072', 'PRD000209']",8
CS000068,BYRNEW00068,2026-08-05,,,,,,PRD001603 | PRD001865 | PRD002550,Popular Products,"Cold start - no user history, fallback to Popular Products",0.54,Recommended (Popular Products),BR006,COLD_START,2026-07-17,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001603', 'PRD001865', 'PRD002550']",3
CS000069,BYRNEW00069,2026-08-01,,,,,,PRD001040 | PRD000901 | PRD000855 | PRD002897 | PRD001617 | PRD000809,New Arrivals,"Cold start - no user history, fallback to New Arrivals",0.63,Recommended (New Arrivals),BR006,COLD_START,2026-07-07,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001040', 'PRD000901', 'PRD000855', 'PRD002897', 'PRD001617', 'PRD000809']",6
