Dataset ID,Scenario ID,Scenario Type,Listing ID,Seller ID,Brand,Model,Product Name,Title,Description,Price,Marketplace Average Price,Price Deviation Percentage,Seller Rating,Seller Total Listings,Seller Violation Count,Duplicate Image,Duplicate Title,Image Match Category,AI Image Detected,Keyword Stuffing,Suspicious Word,Profanity,Adult Content,Illegal Product,Counterfeit,Category Mismatch,Title Description Mismatch,Spam Behavior,Risk Score,Risk Band,Confidence Score,Expected Result,Ground Truth,Reason,Business Rule,Acceptance Criteria,Created Date,Version,Remarks,__source_sheet__,is_intentional_null,Title_clean,Title_has_emoji,Description_clean,Description_has_emoji,Title_length,Description_length,Duplicate Image_flag,Duplicate Title_flag,Image Match Category_flag,AI Image Detected_flag,Keyword Stuffing_flag,Suspicious Word_flag,Profanity_flag,Adult Content_flag,Illegal Product_flag,Counterfeit_flag,Category Mismatch_flag,Title Description Mismatch_flag,Spam Behavior_flag,Category_Accessories,Category_Automotive Parts,Category_Books,Category_Camera,Category_Collectibles,Category_Computer,Category_Electronics,Category_Fashion,Category_Furniture,Category_Gaming,Category_Home Appliances,Category_Laptop,Category_Mobile Phone,Category_Musical Instruments,Category_Others,Category_Sports,Category_Stationery,Category_Tablet,Category_UnknownCategoryXYZ,Subcategory_Action Camera,Subcategory_Action Figure,Subcategory_Air Fryer,Subcategory_Alloy Wheel,Subcategory_Badminton Racket,Subcategory_Bag,Subcategory_Bed Frame,Subcategory_Belt,Subcategory_Bicycle,Subcategory_Bluetooth Speaker,Subcategory_Bookshelf,Subcategory_Brake Pad,Subcategory_Car Battery,Subcategory_Children Book,Subcategory_Chromebook,Subcategory_Coin,Subcategory_Comic,Subcategory_Console,Subcategory_Controller,Subcategory_DSLR,Subcategory_Desktop PC,Subcategory_Dining Table,Subcategory_Drone,Subcategory_Drum Set,Subcategory_Dumbbell Set,Subcategory_E-Reader,Subcategory_Engine Oil,Subcategory_Eraser,Subcategory_Feature Phone,Subcategory_Football,Subcategory_Game Disc,Subcategory_Gaming Chair,Subcategory_Gaming Headset,Subcategory_Gaming Laptop,Subcategory_Graphics Card,Subcategory_Guitar,Subcategory_Handmade,Subcategory_Headphones,Subcategory_Jacket,Subcategory_Jewelry,Subcategory_Keyboard,Subcategory_Keyboard Piano,Subcategory_Lens,Subcategory_MacBook,Subcategory_Men Shirt,Subcategory_Microwave,Subcategory_Mirrorless,Subcategory_Miscellaneous,Subcategory_Monitor,Subcategory_Mouse,Subcategory_Novel,Subcategory_Office Chair,Subcategory_Paper Clip,Subcategory_Pencil,Subcategory_Pet Supplies,Subcategory_Phone Case,Subcategory_Plant,Subcategory_Plastic Spoon,Subcategory_Power Bank,Subcategory_RAM,Subcategory_Refrigerator,Subcategory_Router,Subcategory_Rubber Band,Subcategory_Self-Help,Subcategory_Smartphone,Subcategory_Smartwatch,Subcategory_Sneakers,Subcategory_Sofa,Subcategory_Stamp,Subcategory_Sunglasses,Subcategory_Tablet,Subcategory_Textbook,Subcategory_Ticket,Subcategory_Tire,Subcategory_Trading Card,Subcategory_Treadmill,Subcategory_Tripod,Subcategory_Ukulele,Subcategory_Ultrabook,Subcategory_Vacuum Cleaner,Subcategory_Vinyl Record,Subcategory_Violin,Subcategory_Wallet,Subcategory_Wardrobe,Subcategory_Washing Machine,Subcategory_Watch,Subcategory_Women Dress,Subcategory_Yoga Mat,Condition_Fair,Condition_Good,Condition_Like New,Condition_New,Condition_Poor,Image Quality_Blurry,Image Quality_High,Image Quality_Low,Image Quality_Medium,ai_category,ai_risk_level,ai_status,text_full
DS024187,SC024187,NEGATIVE,LST-024187,SEL-02969,Sharp,NN-ST342,Sharp NN-ST342,Sharp NN-ST342 Microwave - Poor condition for sale,     ,34883.58,37880,-7.91,4.2,11,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,22,Low Risk,0.58,REVIEW,INVALID_INPUT,Description contains only whitespace characters.,BR000,AC001,2025-04-17 14:37:29,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,True,Sharp NN-ST342 Microwave - Poor condition for sale,0,,0,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,NORMAL,LOW,APPROVED,Sharp NN-ST342 Microwave - Poor condition for sale 
DS024188,SC024188,NORMAL,LST-024188,SEL-02225,Adidas,Slim Fit 501,Adidas Slim Fit 501,ขาย Adidas Slim Fit 501 Watch New ถูกๆ BNIB 💻,"Selling Adidas Slim Fit 501 มือสอง ของแท้ 100%, barely used มือ2",932.0,1000,-6.8,3.4,0,0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,5,Normal,0.91,PASS,NORMAL,Listing appears consistent with normal marketplace behavior.,BR000,AC001,2026-05-11 12:14:11,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Adidas Slim Fit 501 Watch New ถูกๆ BNIB,1,"Selling Adidas Slim Fit 501 มือสอง ของแท้ 100%, barely used มือ2",0,43,64,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,NORMAL,LOW,APPROVED,"ขาย Adidas Slim Fit 501 Watch New ถูกๆ BNIB Selling Adidas Slim Fit 501 มือสอง ของแท้ 100%, barely used มือ2"
DS024189,SC024189,NORMAL,LST-024189,SEL-01514,Xiaomi,NN-ST342,Xiaomi NN-ST342,ขาย Xiaomi NN-ST342 Washing Machine สภาพมือสองดีมาก ราคาเป็นกันเอง,ขาย Xiaomi NN-ST342 Washing Machine สภาพมือสองดีมาก ไม่แก้ราคา สนใจทักแชทได้เลยค่ะ,2904.16,2640,10.01,3.8,10,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,9,Normal,0.91,PASS,NORMAL,Listing appears consistent with normal marketplace behavior.,BR000,AC001,2025-09-06 22:39:58,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Xiaomi NN-ST342 Washing Machine สภาพมือสองดีมาก ราคาเป็นกันเอง,0,ขาย Xiaomi NN-ST342 Washing Machine สภาพมือสองดีมาก ไม่แก้ราคา สนใจทักแชทได้เลยค่ะ,0,66,82,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,NORMAL,LOW,APPROVED,ขาย Xiaomi NN-ST342 Washing Machine สภาพมือสองดีมาก ราคาเป็นกันเอง ขาย Xiaomi NN-ST342 Washing Machine สภาพมือสองดีมาก ไม่แก้ราคา สนใจทักแชทได้เลยค่ะ
DS024190,SC024190,HIGH_RISK,LST-024190,SEL-01097,Huawei,Galaxy Tab S9,Huawei Galaxy Tab S9,ขา่ย Huawei Galaxy Tab S9 E-Reader Like New ถูกๆ ORI 📦 📱,"Selling Huawei Galaxy Tab S9 มือสอง อุปกรณ์ครบกล่อง, fast shipping ORI",5465.54,27370,-80.03,4.1,28,18,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,90,High Risk,1.0,REJECT,HIGH_RISK,"Multiple independent risk signals co-occur: prior violations, duplicate image, low price.",BR011,AC001,2025-11-21 00:59:15,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขา่ย Huawei Galaxy Tab S9 E-Reader Like New ถูกๆ ORI,1,"Selling Huawei Galaxy Tab S9 มือสอง อุปกรณ์ครบกล่อง, fast shipping ORI",0,52,70,1,0,1,0,0,1,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,NORMAL,LOW,APPROVED,"ขา่ย Huawei Galaxy Tab S9 E-Reader Like New ถูกๆ ORI Selling Huawei Galaxy Tab S9 มือสอง อุปกรณ์ครบกล่อง, fast shipping ORI"
DS024191,SC024191,NORMAL,LST-024191,SEL-01966,Modernform,Oslo Series,Modernform Oslo Series,ขาย Modernform Oslo Series Bookshelf สภาพพอใช้ ราคาเป็นกันเอง 🔥 ‼️ 🚚,ขาย Modernform Oslo Series Bookshelf สภาพพอใช้ สภาพนางฟ้า สนใจทักแชทได้เลยค่ะ,5962.71,6770,-11.92,4.4,214,2,No,No,Yes,No,No,No,No,No,No,No,No,No,No,14,Normal,0.88,PASS,NORMAL,Listing appears consistent with normal marketplace behavior.,BR000,AC001,2026-06-09 23:47:53,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Modernform Oslo Series Bookshelf สภาพพอใช้ ราคาเป็นกันเอง ‼️,1,ขาย Modernform Oslo Series Bookshelf สภาพพอใช้ สภาพนางฟ้า สนใจทักแชทได้เลยค่ะ,0,64,77,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,NORMAL,LOW,APPROVED,ขาย Modernform Oslo Series Bookshelf สภาพพอใช้ ราคาเป็นกันเอง ‼️ ขาย Modernform Oslo Series Bookshelf สภาพพอใช้ สภาพนางฟ้า สนใจทักแชทได้เลยค่ะ
DS024192,SC024192,PRICE_ANOMALY,LST-024192,SEL-01915,Generic,-,Generic -,Generic - Ticket - Fair condition for sale,Selling Generic - Ticket. Condition: Fair. self pick up available.,6074.76,680,793.35,4.0,79,0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,79,High Risk,0.91,REVIEW,PRICE_ANOMALY,Listing price is far above the marketplace average for this product (BR002).,BR002,AC001,2026-03-21 07:34:45,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,Generic - Ticket - Fair condition for sale,0,Selling Generic - Ticket. Condition: Fair. self pick up available.,0,42,66,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,NORMAL,LOW,APPROVED,Generic - Ticket - Fair condition for sale Selling Generic - Ticket. Condition: Fair. self pick up available.
DS024193,SC024193,NEGATIVE,LST-024193,SEL-00570,Hot Toys,1st Print,Hot Toys 1st Print,,ขาย Hot Toys 1st Print Action Figure สภาพมือสองดีมาก อุปกรณ์ครบกล่อง สนใจทักแชทได้เลยค่ะ,22302.63,22940,-2.78,4.0,19,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,28,Low Risk,0.66,REVIEW,INVALID_INPUT,Title field is empty; mandatory field validation should fail.,BR000,AC001,2026-04-18 23:39:38,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,True,,0,ขาย Hot Toys 1st Print Action Figure สภาพมือสองดีมาก อุปกรณ์ครบกล่อง สนใจทักแชทได้เลยค่ะ,0,0,88,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,NORMAL,LOW,APPROVED, ขาย Hot Toys 1st Print Action Figure สภาพมือสองดีมาก อุปกรณ์ครบกล่อง สนใจทักแชทได้เลยค่ะ
DS024194,SC024194,NORMAL,LST-024194,SEL-01571,Bridgestone,18-inch,Bridgestone 18-inch,ขาย Bridgestone 18-inch Tire สภาพมือสองดีมาก ราคาเป็นกันเอง sh*t,ขาย Bridgestone 18-inch Tire สภาพมือสองดีมาก ใช้งานน้อย สนใจทักแชทได้เลยค่ะ,8587.26,8390,2.35,4.8,66,1,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,13,Normal,0.93,PASS,NORMAL,Listing appears consistent with normal marketplace behavior.,BR000,AC001,2025-12-12 17:29:59,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Bridgestone 18-inch Tire สภาพมือสองดีมาก ราคาเป็นกันเอง sh*t,0,ขาย Bridgestone 18-inch Tire สภาพมือสองดีมาก ใช้งานน้อย สนใจทักแชทได้เลยค่ะ,0,64,75,0,0,1,0,0,1,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,NORMAL,LOW,APPROVED,ขาย Bridgestone 18-inch Tire สภาพมือสองดีมาก ราคาเป็นกันเอง sh*t ขาย Bridgestone 18-inch Tire สภาพมือสองดีมาก ใช้งานน้อย สนใจทักแชทได้เลยค่ะ
DS024195,SC024195,PROHIBITED_PRODUCT,LST-024195,SEL-02905,Nanmeebooks,Special Edition,Nanmeebooks Special Edition,Used Underwear ❤️ ❤️,"used underwear, ส่งไว ส่งฟรี",1596.69,1450,10.12,3.9,20,1,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,99,Critical,0.96,REJECT,PROHIBITED_PRODUCT,Listing describes a prohibited adult/unsanitary product (BR004).,BR004,AC001,2026-04-27 06:04:13,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,Used Underwear ️ ️,1,"used underwear, ส่งไว ส่งฟรี",0,18,28,0,0,1,0,0,0,0,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,WEAPON,HIGH,BLOCKED,"Used Underwear ️ ️ used underwear, ส่งไว ส่งฟรี"
DS024196,SC024196,NORMAL,LST-024196,SEL-02986,Decathlon,Arcsaber 11,Decathlon Arcsaber 11,ขาย Decathlon Arcsaber 11 Badminton Racket Like New ถูกๆ BNIB,"Selling Decathlon Arcsaber 11 มือสอง ส่งไว ส่งฟรี, smooth trade จ่ายปลายทาง",9462.7,9400,0.67,2.1,22,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,6,Normal,0.89,PASS,NORMAL,Listing appears consistent with normal marketplace behavior.,BR000,AC001,2025-05-23 21:16:02,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Decathlon Arcsaber 11 Badminton Racket Like New ถูกๆ BNIB,0,"Selling Decathlon Arcsaber 11 มือสอง ส่งไว ส่งฟรี, smooth trade จ่ายปลายทาง",0,61,75,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,NORMAL,LOW,APPROVED,"ขาย Decathlon Arcsaber 11 Badminton Racket Like New ถูกๆ BNIB Selling Decathlon Arcsaber 11 มือสอง ส่งไว ส่งฟรี, smooth trade จ่ายปลายทาง"
DS024197,SC024197,KEYWORD_SPAM,LST-024197,SEL-01297,Electrolux,NF-CU2100,Electrolux NF-CU2100,iPhone Apple Samsung Sony ASUS Lenovo Cheap Cheap Cheap Cheap Sale Sale Sale ราคาถูก ราคาถูก ราคาถูก ด่วนด่วนด่วน 💰 👍 👍,"Selling Electrolux NF-CU2100 มือสอง ไม่แก้ราคา, self pick up available จ่ายปลายทาง",3295.8,2970,10.97,4.7,80,0,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,61,Medium Risk,0.86,REVIEW,KEYWORD_SPAM,Title is stuffed with unrelated brand keywords to game search ranking (BR008).,BR008,AC001,2025-06-14 18:32:36,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,iPhone Apple Samsung Sony ASUS Lenovo Cheap Cheap Cheap Cheap Sale Sale Sale ราคาถูก ราคาถูก ราคาถูก ด่วนด่วนด่วน,1,"Selling Electrolux NF-CU2100 มือสอง ไม่แก้ราคา, self pick up available จ่ายปลายทาง",0,113,82,0,0,1,0,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,NORMAL,LOW,APPROVED,"iPhone Apple Samsung Sony ASUS Lenovo Cheap Cheap Cheap Cheap Sale Sale Sale ราคาถูก ราคาถูก ราคาถูก ด่วนด่วนด่วน Selling Electrolux NF-CU2100 มือสอง ไม่แก้ราคา, self pick up available จ่ายปลายทาง"
DS024198,SC024198,IMAGE_ANOMALY,LST-024198,SEL-02352,Dell,27UL550,Dell 27UL550,ขาย Dell 27UL550 Monitor สภาพดี ราคาเป็นกันเอง,ขาย Dell 27UL550 Monitor สภาพดี นัดรับได้ที่ BTS สนใจทักแชทได้เลยค่ะ,61602.43,59550,3.45,0.2,4,0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,49,Low Risk,0.8,REVIEW,SUSPICIOUS_IMAGE,"Image flagged as watermark, requires manual review (BR012).",BR012,AC001,2025-03-01 13:56:49,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Dell 27UL550 Monitor สภาพดี ราคาเป็นกันเอง,0,ขาย Dell 27UL550 Monitor สภาพดี นัดรับได้ที่ BTS สนใจทักแชทได้เลยค่ะ,0,46,68,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,NORMAL,LOW,APPROVED,ขาย Dell 27UL550 Monitor สภาพดี ราคาเป็นกันเอง ขาย Dell 27UL550 Monitor สภาพดี นัดรับได้ที่ BTS สนใจทักแชทได้เลยค่ะ
DS024199,SC024199,NORMAL,LST-024199,SEL-00422,Decathlon,Domane AL2,Decathlon Domane AL2,ขาย Decathlon Domane AL2 Yoga Mat สภาพใหม่ ราคาเป็นกันเอง,ขาย Decathlon Domane AL2 Yoga Mat สภาพใหม่ อุปกรณ์ครบกล่อง สนใจทักแชทได้เลยค่ะ,6274.26,6250,0.39,3.2,18,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,6,Normal,0.9,PASS,NORMAL,Listing appears consistent with normal marketplace behavior.,BR000,AC001,2026-02-25 15:24:18,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Decathlon Domane AL2 Yoga Mat สภาพใหม่ ราคาเป็นกันเอง,0,ขาย Decathlon Domane AL2 Yoga Mat สภาพใหม่ อุปกรณ์ครบกล่อง สนใจทักแชทได้เลยค่ะ,0,57,78,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,NORMAL,LOW,APPROVED,ขาย Decathlon Domane AL2 Yoga Mat สภาพใหม่ ราคาเป็นกันเอง ขาย Decathlon Domane AL2 Yoga Mat สภาพใหม่ อุปกรณ์ครบกล่อง สนใจทักแชทได้เลยค่ะ
DS024200,SC024200,DESCRIPTION_ANOMALY,LST-024200,SEL-00311,Xiaomi,iPad Air 5,Xiaomi iPad Air 5,ขาย Xiaomi iPad Air 5 Tablet Like New ถูกๆ ปกศ,"Actually this is a MSI product, not Xiaomi. full box set.",18182.73,16640,9.27,4.0,55,0,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,70,Medium Risk,0.93,REVIEW,MISLEADING_DESCRIPTION,Title advertises Xiaomi iPad Air 5 but description references MSI (BR005).,BR005,AC001,2025-10-03 23:08:31,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Xiaomi iPad Air 5 Tablet Like New ถูกๆ ปกศ,0,"Actually this is a MSI product, not Xiaomi. full box set.",0,46,57,0,0,1,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,NORMAL,LOW,APPROVED,"ขาย Xiaomi iPad Air 5 Tablet Like New ถูกๆ ปกศ Actually this is a MSI product, not Xiaomi. full box set."
DS024201,SC024201,IMAGE_ANOMALY,LST-024201,SEL-02351,Uniqlo,Air Force 1,Uniqlo Air Force 1,Uniqlo Air Force 1 Watch - Like New condition for sale,Selling Uniqlo Air Force 1 Watch. Condition: Like New. full box set.,590.85,650,-9.1,1.8,1,0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,54,Medium Risk,0.71,REVIEW,SUSPICIOUS_IMAGE,"Image flagged as screenshot, requires manual review (BR012).",BR012,AC001,2025-10-07 10:12:20,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,Uniqlo Air Force 1 Watch - Like New condition for sale,0,Selling Uniqlo Air Force 1 Watch. Condition: Like New. full box set.,0,54,68,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,NORMAL,LOW,APPROVED,Uniqlo Air Force 1 Watch - Like New condition for sale Selling Uniqlo Air Force 1 Watch. Condition: Like New. full box set.
DS024202,SC024202,DESCRIPTION_ANOMALY,LST-024202,SEL-02820,Modernform,Oslo Series,Modernform Oslo Series,ขาย Modernform Oslo Series Bed Frame สภาพใหม่ ราคาเป็นกันเอง,"Actually this is a Samsung product, not Modernform. smooth trade.",14711.84,15570,-5.51,4.7,482,0,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,65,Medium Risk,0.89,REVIEW,MISLEADING_DESCRIPTION,Title advertises Modernform Oslo Series but description references Samsung (BR005).,BR005,AC001,2025-09-17 17:15:22,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Modernform Oslo Series Bed Frame สภาพใหม่ ราคาเป็นกันเอง,0,"Actually this is a Samsung product, not Modernform. smooth trade.",0,60,65,0,0,1,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,NORMAL,LOW,APPROVED,"ขาย Modernform Oslo Series Bed Frame สภาพใหม่ ราคาเป็นกันเอง Actually this is a Samsung product, not Modernform. smooth trade."
